Sentence_ID,Word,POS,NER
26,with,ADP,O
26,Aspirin.,PROPN,O
27,Send,VERB,ACTION
27,Aspirin,PROPN,O
27,to,ADP,O
27,ICU.,PROPN,LOC
28,Take,VERB,ACTION
28,Tylenol,PROPN,O
28,to,ADP,O
28,reception.,NOUN,LOC
29,head,NOUN,O
29,Deliver,PROPN,ACTION
29,Paracetamol,PROPN,O
29,to,ADP,O
29,reception.,NOUN,LOC
29,towards,PUNCT,O
30,Bring,VERB,ACTION
30,Paracetamol,PROPN,O
30,to,ADP,O
30,emergency,NOUN,O
30,room.,NOUN,O
31,Navigate,VERB,ACTION
31,to,ADP,O
31,doctors,NOUN,O
31,room,NOUN,O
31,with,ADP,O
31,Tylenol.,PROPN,O
32,Bring,VERB,ACTION
32,Penicillin,PROPN,O
32,to,ADP,O
32,emergency,NOUN,O
32,room.,NOUN,O
33,Deliver,VERB,ACTION
33,Tylenol,PROPN,O
33,to,ADP,O
33,reception.,NOUN,LOC
34,Deliver,PROPN,ACTION
34,Antibiotics,PROPN,O
34,to,PART,O
34,Room,VERB,B-LOC
34,594.,NUM,I-LOC
35,Take,VERB,ACTION
35,Paracetamol,PROPN,O
35,to,ADP,O
35,reception.,NOUN,LOC
36,Transport,PROPN,ACTION
36,Tylenol,PROPN,O
36,to,ADP,O
36,emergency,NOUN,O
36,room.,NOUN,O
37,Bring,VERB,ACTION
37,Penicillin,PROPN,O
37,to,PART,O
37,nurse,VERB,O
37,environment,NOUN,O
37,station.,NOUN,O
38,Send,VERB,ACTION
38,Tylenol,NOUN,O
38,to,ADP,O
38,ICU.,PROPN,LOC
39,Bring,VERB,ACTION
39,Antibiotics,PROPN,O
39,to,ADP,O
39,ICU.,PROPN,LOC
40,Go,VERB,ACTION
40,to,ADP,O
40,ICU,PROPN,LOC
40,with,ADP,O
40,Aspirin.,PROPN,O
41,to,ADP,O
41,Room,PROPN,B-LOC
41,297.,NUM,I-LOC
41,Transport,PUNCT,O
41,Penicillin,PROPN,O
42,Move,VERB,ACTION
42,to,ADP,O
42,Room,PROPN,B-LOC
42,338,NUM,I-LOC
42,with,ADP,O
42,Tylenol.,PROPN,O
43,Go,VERB,ACTION
43,to,ADP,O
43,doctors,NOUN,O
43,room,VERB,O
43,with,ADP,O
43,Antibiotics.,PROPN,O
44,Take,VERB,ACTION
44,Aspirin,PROPN,O
44,to,ADP,O
44,nurse,NOUN,O
44,station.,NOUN,O
45,Move,VERB,ACTION
45,to,ADP,O
45,RECEPTION,NOUN,LOC
45,with,ADP,O
45,Tylenol.,PROPN,O
46,Move,VERB,ACTION
46,to,PART,O
46,IdU,VERB,O
46,with,ADP,O
46,Tylenol.,PROPN,O
47,Proceed,VERB,ACTION
47,to,ADP,O
47,Room,PROPN,B-LOC
47,291,NUM,I-LOC
47,with,ADP,O
47,Aspirin.,PROPN,O
48,Transport,PROPN,ACTION
48,Antibiotics,PROPN,O
48,to,PART,O
48,Room,PROPN,B-LOC
48,180.,NUM,I-LOC
49,Send,VERB,ACTION
49,Aspirin,PROPN,O
49,to,ADP,O
49,ICU.,PROPN,LOC
50,Go,VERB,ACTION
50,to,ADP,O
50,Room,PROPN,B-LOC
50,416,NUM,I-LOC
50,with,ADP,O
50,Ibuprofen.,PROPN,O
51,Take,VERB,ACTION
51,Tylenol,PROPN,O
51,to,ADP,O
51,Room,PROPN,B-LOC
51,142.,NUM,I-LOC
52,Move,VERB,ACTION
52,to,ADP,O
52,Room,PROPN,B-LOC
52,404,NUM,I-LOC
52,with,ADP,O
52,Tylenol.,PROPN,O
53,Transport,PROPN,ACTION
53,Penicillin,PROPN,O
53,to,ADP,O
53,Room,PROPN,B-LOC
53,303.,NUM,I-LOC
54,Go,VERB,ACTION
54,to,ADP,O
54,doctors,NOUN,O
54,room,VERB,O
54,with,ADP,O
54,Paracetamol.,PROPN,O
55,Deliver,PROPN,ACTION
55,Ibuprofen,PROPN,O
55,say,VERB,O
55,to,ADP,O
55,Room,PROPN,B-LOC
55,132.,NUM,I-LOC
56,Navigate,VERB,ACTION
56,to,ADP,O
56,Room,PROPN,B-LOC
56,485,NUM,I-LOC
56,with,ADP,O
56,Penicillin.,PROPN,O
57,Send,VERB,ACTION
57,Paracetamol,PROPN,O
57,to,ADP,O
57,reception.,NOUN,LOC
58,Move,VERB,ACTION
58,to,ADP,O
58,Room,PROPN,O
58,towards,ADP,O
58,371,NUM,O
58,with,ADP,O
58,head,NOUN,O
58,Tylenol.,PROPN,O
59,Go,VERB,ACTION
59,to,ADP,O
59,Room,PROPN,O
59,add,VERB,O
59,251,NUM,O
59,with,ADP,O
59,Penicillin.,PROPN,O
60,Send,VERB,ACTION
60,Paracetamol,PROPN,O
60,to,ADP,O
60,Room,PROPN,B-LOC
60,376.,NUM,I-LOC
61,Deliver,VERB,ACTION
61,Tylenol,PROPN,O
61,to,ADP,O
61,nurse,NOUN,O
61,station.,NOUN,O
62,room.,NOUN,O
62,Ibuprofen,PUNCT,O
62,doctors,NOUN,O
62,to,NOUN,O
62,Bring,PART,O
63,Deliver,VERB,ACTION
63,Penicillin,PROPN,O
63,to,ADP,O
63,reception.,NOUN,LOC
64,Move,VERB,ACTION
64,to,ADP,O
64,Room,PROPN,B-LOC
64,171,NUM,I-LOC
64,with,ADP,O
64,Penicillin.,PROPN,O
65,Proceed,VERB,ACTION
65,to,ADP,O
65,Room,PROPN,B-LOC
65,248,NUM,I-LOC
65,with,ADP,O
65,Penicillin.,PROPN,O
66,Move,VERB,ACTION
66,to,ADP,O
66,RECEPTION,NOUN,LOC
66,with,ADP,O
66,Aspirin.,PROPN,O
67,Proceed,VERB,ACTION
67,to,ADP,O
67,Reception,PROPN,LOC
67,with,ADP,O
67,Ibuprofen.,PROPN,O
68,Bring,VERB,ACTION
68,Tylenol,PROPN,O
68,to,ADP,O
68,reception.,NOUN,LOC
69,Bring,VERB,ACTION
69,Ibuprofen,PROPN,O
69,to,ADP,O
69,ICU.,PROPN,LOC
70,Deliver,VERB,ACTION
70,Penicillin,PROPN,O
70,to,ADP,O
70,Room,PROPN,B-LOC
70,432.,NUM,I-LOC
71,Transport,PROPN,ACTION
71,Tylenol,PROPN,O
71,to,ADP,O
71,Room,PROPN,B-LOC
71,535.,NUM,I-LOC
72,Take,VERB,ACTION
72,Aspirin,PROPN,O
72,to,ADP,O
72,ICU.,PROPN,LOC
73,Proceed,VERB,ACTION
73,to,ADP,O
73,Room,PROPN,B-LOC
73,174,NUM,I-LOC
73,with,ADP,O
73,Penicillin.,PROPN,O
74,Navigate,VERB,ACTION
74,to,ADP,O
74,emergency,NOUN,O
74,room,NOUN,O
74,with,ADP,O
74,Paracetamol.,PROPN,O
75,Deliver,VERB,ACTION
75,Paracetamol,PROPN,O
75,to,PART,O
75,nurse,NOUN,O
75,station.,NOUN,O
76,Transport,PROPN,ACTION
76,Antibiotics,PROPN,O
76,to,PART,O
76,nurse,VERB,O
76,station.,NOUN,O
77,Take,VERB,ACTION
77,Aspirin,PROPN,O
77,to,ADP,O
77,emergency,NOUN,O
77,room.,NOUN,O
78,Bring,VERB,ACTION
78,Paracetamol,PROPN,O
78,to,ADP,O
78,emergency,NOUN,O
78,room.,NOUN,O
79,Bring,VERB,ACTION
79,Ibuprofen,PROPN,O
79,to,ADP,O
79,Room,PROPN,B-LOC
79,121.,NUM,I-LOC
80,Move,VERB,ACTION
80,to,ADP,O
80,doctors,NOUN,O
80,room,NOUN,O
80,with,ADP,O
80,Paracetamol.,PROPN,O
81,Deliver,VERB,ACTION
81,Aspirin,PROPN,O
81,to,PART,O
81,nurse,NOUN,O
81,station.,NOUN,O
82,289.,NUM,O
82,Take,PUNCT,O
82,to,VERB,ACTION
82,Antibiotics,ADP,O
82,Room,PROPN,O
83,Navigate,VERB,ACTION
83,to,ADP,O
83,Room,PROPN,B-LOC
83,140,NUM,I-LOC
83,with,ADP,O
83,Penicillin.,PROPN,O
84,Navigate,VERB,ACTION
84,to,ADP,O
84,ICU,PROPN,LOC
84,with,ADP,O
84,Tylenol.,PROPN,O
85,Go,VERB,ACTION
85,to,ADP,O
85,emergency,NOUN,O
85,room,NOUN,O
85,with,ADP,O
85,Antibiotics.,PROPN,O
86,Go,VERB,ACTION
86,wonder,NOUN,O
86,to,ADP,O
86,Room,PROPN,B-LOC
86,578,NUM,I-LOC
86,with,ADP,O
86,Penicillin.,PROPN,O
87,Go,VERB,ACTION
87,to,ADP,O
87,doctors,NOUN,O
87,room,VERB,O
87,with,ADP,O
87,Aspirin.,PROPN,O
88,Navigate,VERB,ACTION
88,to,ADP,O
88,Room,PROPN,B-LOC
88,364,NUM,I-LOC
88,with,ADP,O
88,Aspirin.,PROPN,O
89,Move,VERB,ACTION
89,to,ADP,O
89,emergency,NOUN,O
89,room,NOUN,O
89,with,ADP,O
89,Tylenol.,PROPN,O
90,Go,VERB,ACTION
90,to,ADP,O
90,Room,PROPN,B-LOC
90,309,NUM,I-LOC
90,with,ADP,O
90,Tylenol.,PROPN,O
91,to,ADP,O
91,with,ADP,O
91,ICU,PROPN,LOC
91,Move,PROPN,ACTION
91,Ibuprofen.,PROPN,O
92,Bring,VERB,ACTION
92,head,NOUN,O
92,Penicillin,PROPN,O
92,to,ADP,O
92,doctors,NOUN,O
92,room.,VERB,O
92,towards,PUNCT,O
93,Navigate,VERB,ACTION
93,to,ADP,O
93,doctors,NOUN,O
93,room,NOUN,O
93,with,ADP,O
93,Tylenol.,PROPN,O
94,Take,VERB,ACTION
94,Tylenol,PROPN,O
94,to,ADP,O
94,nurse,NOUN,O
94,station.,NOUN,O
95,Transport,PROPN,ACTION
95,Tylenol,PROPN,O
95,to,ADP,O
95,Room,PROPN,B-LOC
95,492.,NUM,I-LOC
96,Send,VERB,ACTION
96,Tylenol,PROPN,O
96,to,ADP,O
96,reception.,NOUN,LOC
97,Send,VERB,ACTION
97,Aspirin,PROPN,O
97,to,ADP,O
97,nurse,NOUN,O
97,station.,NOUN,O
98,Bring,VERB,ACTION
98,Tylenol,PROPN,O
98,to,ADP,O
98,Room,PROPN,B-LOC
98,154.,NUM,I-LOC
99,Deliver,VERB,ACTION
99,Paracetamol,PROPN,O
99,to,ADP,O
99,Room,PROPN,B-LOC
99,136.,NUM,I-LOC
100,Take,VERB,ACTION
100,Penicillin,PROPN,O
100,to,ADP,O
100,doctors,NOUN,O
100,room.,NOUN,O
101,Proceed,VERB,ACTION
101,to,ADP,O
101,ICU,PROPN,LOC
101,with,ADP,O
101,Ibuprofen.,PROPN,O
102,Transport,PROPN,ACTION
102,Paracetamol,PROPN,O
102,to,ADP,O
102,reception.,NOUN,LOC
103,Go,VERB,ACTION
103,to,ADP,O
103,Room,PROPN,B-LOC
103,231,NUM,I-LOC
103,with,ADP,O
103,Tylenol.,PROPN,O
104,Bring,VERB,ACTION
104,Penicillin,PROPN,O
104,to,ADP,O
104,ICU.,PROPN,LOC
105,Take,VERB,ACTION
105,Ibuprofen,PROPN,O
105,to,ADP,O
105,ICU.,PROPN,LOC
106,Take,VERB,ACTION
106,Penicillin,PROPN,O
106,to,ADP,O
106,Room,PROPN,B-LOC
106,534.,NUM,I-LOC
107,Send,VERB,ACTION
107,Tylenol,PROPN,O
107,to,ADP,O
107,nurse,NOUN,O
107,station.,NOUN,O
108,Take,VERB,ACTION
108,Antibiotics,PROPN,O
108,to,PART,O
108,Room,PROPN,B-LOC
108,447.,NUM,I-LOC
109,Transport,PROPN,ACTION
109,Penicillin,PROPN,O
109,to,AUX,O
109,Room,PROPN,B-LOC
109,597.,NUM,I-LOC
110,Transport,PROPN,ACTION
110,Aspirin,PROPN,O
110,to,ADP,O
110,Room,PROPN,B-LOC
110,511.,NUM,I-LOC
111,Take,VERB,ACTION
111,Penicillin,PROPN,O
111,to,ADP,O
111,Room,PROPN,B-LOC
111,383.,NUM,I-LOC
112,Navigate,VERB,ACTION
112,to,ADP,O
112,doctors,NOUN,O
112,room,NOUN,O
112,with,ADP,O
112,Paracetamol.,PROPN,O
113,Transport,PROPN,ACTION
113,Aspirin,PROPN,O
113,to,PART,O
113,nurse,NOUN,O
113,station.,NOUN,O
114,Transport,PROPN,ACTION
114,Penicillin,PROPN,O
114,to,ADP,O
114,Room,PROPN,B-LOC
114,127.,NUM,I-LOC
115,Send,VERB,ACTION
115,Paracetamol,PROPN,O
115,to,ADP,O
115,Room,PROPN,B-LOC
115,152.,NUM,I-LOC
116,Move,VERB,ACTION
116,to,ADP,O
116,RECEPTION,NOUN,LOC
116,with,ADP,O
116,Tylenol.,PROPN,O
117,Transport,PROPN,ACTION
117,Penicillin,PROPN,O
117,to,ADP,O
117,Room,PROPN,B-LOC
117,241.,NUM,I-LOC
118,Bring,VERB,ACTION
118,Penicillin,PROPN,O
118,to,ADP,O
118,Room,PROPN,B-LOC
118,417.,NUM,I-LOC
119,Deliver,VERB,ACTION
119,Paracetamol,PROPN,O
119,to,ADP,O
119,Room,PROPN,B-LOC
119,483.,NUM,I-LOC
120,Deliver,VERB,ACTION
120,Aspirin,PROPN,O
120,to,ADP,O
120,emergendency,NOUN,O
120,room.,NOUN,O
121,Send,VERB,ACTION
121,Antibiotics,PROPN,O
121,to,PART,O
121,Room,PROPN,B-LOC
121,575.,NUM,I-LOC
122,Bring,VERB,ACTION
122,Ibuprofen,PROPN,O
122,to,ADP,O
122,doctors,NOUN,O
122,room,NOUN,O
122,Room,PROPN,B-LOC
122,315.,NUM,I-LOC
123,Navigate,VERB,ACTION
123,to,ADP,O
123,doctors,NOUN,O
123,towards,ADP,O
123,room,NOUN,O
123,with,ADP,O
123,Antibiotics.,PROPN,O
123,head,PUNCT,O
124,Transport,PROPN,ACTION
124,Paracetamol,PROPN,O
124,to,ADP,O
124,doctors,NOUN,O
124,room,NOUN,O
124,Room,PROPN,B-LOC
124,480.,NUM,I-LOC
125,Deliver,VERB,ACTION
125,Aspirin,PROPN,O
125,to,ADP,O
125,emergency,NOUN,O
125,room.,NOUN,O
126,Bring,VERB,ACTION
126,Ibuprofen,PROPN,O
126,to,ADP,O
126,Room,PROPN,B-LOC
126,463.,NUM,I-LOC
127,Take,VERB,ACTION
127,Ibuprofen,PROPN,O
127,ti,NOUN,O
127,Room,PROPN,B-LOC
127,356.,NUM,I-LOC
128,Send,VERB,ACTION
128,Antibiotics,PROPN,O
128,to,PART,O
128,Room,VERB,B-LOC
128,514.,NUM,I-LOC
129,Transport,PROPN,ACTION
129,Paracetamol,PROPN,O
129,to,ADP,O
129,Room,PROPN,B-LOC
129,224.,NUM,I-LOC
130,Deliver,VERB,ACTION
130,Penicillin,PROPN,O
130,to,PART,O
130,nurse,VERB,O
130,station.,NOUN,O
131,Bring,VERB,ACTION
131,Ibuprofen,PROPN,O
131,to,ADP,O
131,Room,PROPN,B-LOC
131,532.,NUM,I-LOC
132,Deliver,VERB,ACTION
132,Aspirin,PROPN,O
132,to,ADP,O
132,Room,PROPN,B-LOC
132,323.,NUM,I-LOC
133,Bring,VERB,ACTION
133,Ibuprofen,PROPN,O
133,to,ADP,O
133,reception.,NOUN,LOC
134,Proceed,VERB,ACTION
134,to,ADP,O
134,ICU,PROPN,LOC
134,with,ADP,O
134,Antibiotics.,PROPN,O
135,Transport,PROPN,ACTION
135,Antibiotics,PROPN,O
135,to,PART,O
135,Room,PROPN,B-LOC
135,194.,NUM,I-LOC
136,Go,VERB,ACTION
136,to,PART,O
136,nurse,VERB,O
136,station,NOUN,O
136,with,ADP,O
136,Paracetamol.,PROPN,O
137,Send,VERB,ACTION
137,Ibuprofen,PROPN,O
137,to,PART,O
137,nurse,NOUN,O
137,station.,NOUN,O
138,Send,VERB,ACTION
138,Antibiotics,PROPN,O
138,to,PART,O
138,Room,VERB,B-LOC
138,442.,NUM,I-LOC
139,Send,VERB,ACTION
139,Aspirin,PROPN,O
139,to,ADP,O
139,Room,PROPN,B-LOC
139,232.,NUM,I-LOC
140,Bring,VERB,ACTION
140,Penicillin,PROPN,O
140,to,ADP,O
140,Room,PROPN,B-LOC
140,172.,NUM,I-LOC
141,Paceed,NOUN,O
141,to,ADP,O
141,ICU,PROPN,LOC
141,with,ADP,O
141,Antibiotics.,PROPN,O
142,Send,VERB,ACTION
142,Tylenol,NOUN,O
142,to,ADP,O
142,Room,PROPN,B-LOC
142,582.,NUM,I-LOC
143,Deliver,VERB,ACTION
143,Ibuprofen,PROPN,O
143,to,ADP,O
143,Room,PROPN,B-LOC
143,273.,NUM,I-LOC
144,Move,VERB,ACTION
144,to,ADP,O
144,emergency,NOUN,O
144,room,NOUN,O
144,with,ADP,O
144,Paracetamol.,PROPN,O
145,Tylenol,NOUN,O
145,Send,VERB,ACTION
145,158.,NUM,O
145,Room,PUNCT,O
145,to,NOUN,O
146,Deliver,VERB,ACTION
146,Penicillin,PROPN,O
146,to,ADP,O
146,doctors,NOUN,O
146,room.,NOUN,O
147,Transport,PROPN,ACTION
147,Aspirin,PROPN,O
147,to,PART,O
147,nurse,NOUN,O
147,station.,NOUN,O
148,Bring,VERB,ACTION
148,Tylenol,PROPN,O
148,to,ADP,O
148,Room,PROPN,O
148,2p94.,PROPN,O
149,Move,VERB,ACTION
149,to,ADP,O
149,Room,PROPN,B-LOC
149,177,NUM,I-LOC
149,with,ADP,O
149,Aspirin.,PROPN,O
150,Navigate,VERB,ACTION
150,to,ADP,O
150,doctors,NOUN,O
150,room,NOUN,O
150,with,ADP,O
150,Ibuprofen.,PROPN,O
151,Go,VERB,ACTION
151,to,ADP,O
151,Room,PROPN,B-LOC
151,276,NUM,I-LOC
151,with,ADP,O
151,Aspirin.,PROPN,O
152,Navigate,VERB,ACTION
152,to,ADP,O
152,ICU,PROPN,LOC
152,with,ADP,O
152,Paracetatamol.,PROPN,O
153,Transport,PROPN,ACTION
153,Tylenol,PROPN,O
153,to,ADP,O
153,Room,PROPN,B-LOC
153,518.,NUM,I-LOC
154,Transport,PROPN,ACTION
154,Penicillin,PROPN,O
154,to,ADP,O
154,Room,PROPN,B-LOC
154,308.,NUM,I-LOC
155,Send,VERB,ACTION
155,Antibiotics,PROPN,O
155,to,PART,O
155,reception.,NOUN,LOC
156,ICU,PROPN,LOC
156,Antibiotics,PROPN,O
156,to,ADP,O
156,doctors,NOUN,O
156,room.,NOUN,O
157,Proceed,VERB,ACTION
157,to,ADP,O
157,Room,PROPN,B-LOC
157,349,NUM,I-LOC
157,with,ADP,O
157,Ibuprofen.,PROPN,O
158,Move,VERB,ACTION
158,to,PART,O
158,nurse,VERB,O
158,station,NOUN,O
158,with,ADP,O
158,Antibiotics.,PROPN,O
159,Send,VERB,ACTION
159,Penicillin,PROPN,O
159,to,ADP,O
159,Room,PROPN,B-LOC
159,214.,NUM,I-LOC
160,Proceed,VERB,ACTION
160,to,PART,O
160,nurse,VERB,O
160,station,NOUN,O
160,with,ADP,O
160,Antibiotics.,PROPN,O
161,Go,VERB,ACTION
161,to,ADP,O
161,Room,PROPN,B-LOC
161,203,NUM,I-LOC
161,with,ADP,O
161,Aspirfirin.,PROPN,O
162,Bring,VERB,ACTION
162,Ibuprofen,PROPN,O
162,to,ADP,O
162,Room,PROPN,B-LOC
162,446.,NUM,I-LOC
163,Deliver,VERB,ACTION
163,Paracetamol,PROPN,O
163,to,PART,O
163,nurse,NOUN,O
163,station.,NOUN,O
164,Proceed,VERB,ACTION
164,to,ADP,O
164,Room,PROPN,O
164,411u11,NUM,O
164,with,ADP,O
164,Paracetamol.,PROPN,O
165,Transport,PROPN,ACTION
165,Ibuprofen,PROPN,O
165,to,ADP,O
165,doctors,NOUN,O
165,room.,NOUN,O
166,Navigate,VERB,ACTION
166,to,ADP,O
166,Room,PROPN,B-LOC
166,133,NUM,I-LOC
166,with,ADP,O
166,Tylenol.,PROPN,O
167,Move,VERB,ACTION
167,to,ADP,O
167,ICU,PROPN,LOC
167,with,ADP,O
167,Paracetamol.,PROPN,O
168,Ibuprofen,NOUN,O
168,to,ADP,O
168,Room,PROPN,O
168,Bring,VERB,ACTION
168,277.,NUM,O
169,Navigate,VERB,ACTION
169,to,ADP,O
169,doctors,NOUN,O
169,room,NOUN,O
169,with,ADP,O
169,Paracetamol.,PROPN,O
170,Go,VERB,ACTION
170,to,ADP,O
170,ICU,PROPN,LOC
170,with,ADP,O
170,Penicillin.,PROPN,O
171,Navigate,VERB,ACTION
171,to,PART,O
171,nurse,VERB,O
171,head,NOUN,O
171,station,NOUN,O
171,with,ADP,O
171,towards,ADP,O
171,Penicillin.,PROPN,O
172,Bring,VERB,ACTION
172,Ibuprofen,PROPN,O
172,to,ADP,O
172,emergency,NOUN,O
172,room.,NOUN,O
173,Bring,VERB,ACTION
173,Aspirin,PROPN,O
173,to,ADP,O
173,Room,PROPN,B-LOC
173,437.,NUM,I-LOC
174,Go,VERB,ACTION
174,to,ADP,O
174,Reception,PROPN,LOC
174,with,ADP,O
174,Paracetamol.,PROPN,O
175,Move,VERB,ACTION
175,to,ADP,O
175,Room,PROPN,B-LOC
175,464,NUM,I-LOC
175,with,ADP,O
175,Ibuprofen.,PROPN,O
176,Take,VERB,ACTION
176,Ibuprofen,PROPN,O
176,to,PART,O
176,nurse,NOUN,O
176,station.,NOUN,O
177,Take,VERB,ACTION
177,Paracetamol,PROPN,O
177,to,ADP,O
177,Room,PROPN,B-LOC
177,179.,NUM,I-LOC
178,Bring,VERB,ACTION
178,Tylenol,PROPN,O
178,to,ADP,O
178,reception.,NOUN,LOC
179,Navigate,VERB,ACTION
179,to,ADP,O
179,doctors,NOUN,O
179,room,NOUN,O
179,with,ADP,O
179,Ibuprbrofen.,PROPN,O
180,Navigate,VERB,ACTION
180,to,ADP,O
180,Room,PROPN,B-LOC
180,568,NUM,I-LOC
180,with,ADP,O
180,Ibuprofen.,PROPN,O
181,Transport,PROPN,ACTION
181,Aspirin,PROPN,O
181,to,ADP,O
181,Room,PROPN,B-LOC
181,145.,NUM,I-LOC
182,Deliver,VERB,ACTION
182,Tylenol,PROPN,O
182,to,ADP,O
182,nurse,NOUN,O
182,station.,NOUN,O
183,Take,VERB,ACTION
183,Ibuprofen,PROPN,O
183,249.,NUM,O
183,to,PUNCT,O
183,Room,PART,O
184,Navigate,VERB,ACTION
184,to,ADP,O
184,Room,PROPN,B-LOC
184,154,NUM,I-LOC
184,with,ADP,O
184,Antibiotics.,PROPN,O
185,Deliver,VERB,ACTION
185,Penicillin,PROPN,O
185,to,ADP,O
185,reception.,NOUN,LOC
186,Go,VERB,ACTION
186,to,ADP,O
186,RECEPTION,NOUN,LOC
186,with,ADP,O
186,Aspirin.,PROPN,O
187,Navigate,VERB,ACTION
187,to,ADP,O
187,Room,PROPN,B-LOC
187,319,NUM,I-LOC
187,with,ADP,O
187,Paracetamol.,PROPN,O
188,Deliver,VERB,ACTION
188,Tylenol,PROPN,O
188,to,ADP,O
188,doctors,NOUN,O
188,room.,NOUN,O
189,Deliver,VERB,ACTION
189,Aspirin,PROPN,O
189,to,ADP,O
189,sport,VERB,O
189,emergency,NOUN,O
189,room.,NOUN,O
190,Bring,VERB,ACTION
190,Ibuprofen,PROPN,O
190,to,ADP,O
190,doctors,NOUN,O
190,room.,NOUN,O
191,Send,VERB,ACTION
191,Aspirin,PROPN,O
191,to,ADP,O
191,ICU.,PROPN,LOC
192,Take,VERB,ACTION
192,Paracetamol,PROPN,O
192,to,PART,O
192,nurse,NOUN,O
192,station.,NOUN,O
193,Move,VERB,ACTION
193,to,ADP,O
193,doctors,NOUN,O
193,room,NOUN,O
193,with,ADP,O
193,Ibuprofen.,PROPN,O
194,Move,VERB,ACTION
194,head,NOUN,O
194,to,ADP,O
194,Room,PROPN,B-LOC
194,463,NUM,I-LOC
194,towards,ADP,O
194,with,ADP,O
194,Penicillin.,PROPN,O
195,Transport,PROPN,ACTION
195,Antibiotics,PROPN,O
195,to,PART,O
195,towards,ADP,O
195,head,NOUN,O
195,ICU.,PROPN,LOC
196,Go,VERB,ACTION
196,to,ADP,O
196,Room,PROPN,B-LOC
196,461,NUM,I-LOC
196,with,ADP,O
196,Antibiotics.,PROPN,O
197,Send,VERB,ACTION
197,Tylenol,NOUN,O
197,to,ADP,O
197,Room,PROPN,B-LOC
